0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
-37.54963235329179,12.686939029415132,6.343469514707566,3.171734757353783,1.5858673786768915,0.7929336893384458,25.236248124744268,12.618124062372134,6.309062031186067,3.1545310155930335,1.5772655077965168,0.7886327538982584,25.38720098768405,12.693600493842025,6.3468002469210125,3.1734001234605063,1.5867000617302531,0.7933500308651266,25.204434468709255,12.602217234354628,6.301108617177314,3.150554308588657,1.5752771542943285,0.7876385771471642
0.0,-21.946550933999678,3.171734757353783,1.5858673786768915,0.7929336893384458,0.3964668446692229,12.618124062372134,6.309062031186067,3.1545310155930335,1.5772655077965168,0.7886327538982584,0.3943163769491292,12.693600493842025,6.3468002469210125,3.1734001234605063,1.5867000617302531,0.7933500308651266,0.3966750154325633,12.602217234354628,6.301108617177314,3.150554308588657,1.5752771542943285,0.7876385771471642,0.3938192885735821
0.0,0.0,-11.766209156338284,0.7929336893384458,0.3964668446692229,0.19823342233461144,6.309062031186067,3.1545310155930335,1.5772655077965168,0.7886327538982584,0.3943163769491292,0.1971581884745646,6.3468002469210125,3.1734001234605063,1.5867000617302531,0.7933500308651266,0.3966750154325633,0.19833750771628164,6.301108617177314,3.150554308588657,1.5752771542943285,0.7876385771471642,0.3938192885735821,0.19690964428679106
0.0,0.0,0.0,-6.081338000503754,0.19823342233461144,0.09911671116730572,3.1545310155930335,1.5772655077965168,0.7886327538982584,0.3943163769491292,0.1971581884745646,0.0985790942372823,3.1734001234605063,1.5867000617302531,0.7933500308651266,0.3966750154325633,0.19833750771628164,0.09916875385814082,3.150554308588657,1.5752771542943285,0.7876385771471642,0.3938192885735821,0.19690964428679106,0.09845482214339553
0.0,0.0,0.0,0.0,-3.0902273558355295,0.04955835558365286,1.5772655077965168,0.7886327538982584,0.3943163769491292,0.1971581884745646,0.0985790942372823,0.04928954711864115,1.5867000617302531,0.7933500308651266,0.3966750154325633,0.19833750771628164,0.09916875385814082,0.04958437692907041,1.5752771542943285,0.7876385771471642,0.3938192885735821,0.19690964428679106,0.09845482214339553,0.049227411071697764
0.0,0.0,0.0,0.0,0.0,-1.5575032668136781,0.7886327538982584,0.3943163769491292,0.1971581884745646,0.0985790942372823,0.04928954711864115,0.024644773559320574,0.7933500308651266,0.3966750154325633,0.19833750771628164,0.09916875385814082,0.04958437692907041,0.024792188464535205,0.7876385771471642,0.3938192885735821,0.19690964428679106,0.09845482214339553,0.049227411071697764,0.024613705535848882
0.0,0.0,0.0,0.0,0.0,0.0,-37.443695757565024,12.662550535360186,6.331275267680093,3.1656376338400465,1.5828188169200232,0.7914094084600116,25.36291512321904,12.68145756160952,6.34072878080476,3.17036439040238,1.58518219520119,0.792591097600595,25.148922504809757,12.574461252404879,6.287230626202439,3.1436153131012197,1.5718076565506098,0.7859038282753049
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.887485512622558,3.1656376338400465,1.5828188169200232,0.7914094084600116,0.3957047042300058,12.68145756160952,6.34072878080476,3.17036439040238,1.58518219520119,0.792591097600595,0.3962955488002975,12.574461252404879,6.287230626202439,3.1436153131012197,1.5718076565506098,0.7859038282753049,0.39295191413765246
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.73515216477129,0.7914094084600116,0.3957047042300058,0.1978523521150029,6.34072878080476,3.17036439040238,1.58518219520119,0.792591097600595,0.3962955488002975,0.19814777440014875,6.287230626202439,3.1436153131012197,1.5718076565506098,0.7859038282753049,0.39295191413765246,0.19647595706882623
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.065428434500648,0.1978523521150029,0.09892617605750145,3.17036439040238,1.58518219520119,0.792591097600595,0.3962955488002975,0.19814777440014875,0.09907388720007437,3.1436153131012197,1.5718076565506098,0.7859038282753049,0.39295191413765246,0.19647595706882623,0.09823797853441311
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0821773052790746,0.049463088028750726,1.58518219520119,0.792591097600595,0.3962955488002975,0.19814777440014875,0.09907388720007437,0.04953694360003719,1.5718076565506098,0.7859038282753049,0.39295191413765246,0.19647595706882623,0.09823797853441311,0.04911898926720656
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.553454424646725,0.792591097600595,0.3962955488002975,0.19814777440014875,0.09907388720007437,0.04953694360003719,0.024768471800018593,0.7859038282753049,0.39295191413765246,0.19647595706882623,0.09823797853441311,0.04911898926720656,0.02455949463360328
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.57988187495247,12.901696100477777,6.450848050238888,3.225424025119444,1.612712012559722,0.806356006279861,25.250843172080813,12.625421586040407,6.312710793020203,3.1563553965101017,1.5781776982550508,0.7890888491275254
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.01536496259568,3.225424025119444,1.612712012559722,0.806356006279861,0.4031780031399305,12.625421586040407,6.312710793020203,3.1563553965101017,1.5781776982550508,0.7890888491275254,0.3945444245637627
