combo_id,run,lambda_1,lambda_2,lambda_3,caa_risk,caa_return,caa_sharpe,aa_risk,aa_return,aa_sharpe,aa_raw_sum,caa_upper_raw_sum,caa_inner_raw_sum_min,caa_inner_raw_sum_mean,caa_inner_raw_sum_max,caa_n_communities
19,0,5.651933175637035,2.718356501870365,15.154772431876362,0.06650347432995185,0.8670627502085034,3.362237298346296,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,0.953125,1.14375,1.28125,5
19,1,5.651933175637035,2.718356501870365,15.154772431876362,0.060914984184012706,0.8502585869855284,3.4449978784390836,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.40625,0.8125,1.165625,1.328125,5
19,2,5.651933175637035,2.718356501870365,15.154772431876362,0.07250559357593181,0.8875597158679056,3.296186879284356,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.375,0.875,1.15,1.234375,5
19,3,5.651933175637035,2.718356501870365,15.154772431876362,0.07753812694501833,0.9050672542166593,3.2502981399896274,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.359375,0.96875,1.13125,1.25,5
19,4,5.651933175637035,2.718356501870365,15.154772431876362,0.06789473739637633,0.8749796615324237,3.3579938911374216,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,0.328125,1.003125,1.28125,5
19,5,5.651933175637035,2.718356501870365,15.154772431876362,0.07803851258893008,0.9023220827055389,3.2300340049191187,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,0.78125,1.09375,1.265625,5
19,6,5.651933175637035,2.718356501870365,15.154772431876362,0.06134075588811235,0.8533897122024692,3.4456633327593478,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.375,0.96875,1.15,1.296875,5
19,7,5.651933175637035,2.718356501870365,15.154772431876362,0.05975535101098371,0.8435103805964451,3.450658896356847,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.40625,0.8125,1.075,1.328125,5
19,8,5.651933175637035,2.718356501870365,15.154772431876362,0.06784107481967346,0.8730745348886926,3.3520073427629096,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,1.1875,1.21875,1.28125,4
19,9,5.651933175637035,2.718356501870365,15.154772431876362,0.07218325317021573,0.8889489278415212,3.308709092835623,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.375,0.984375,1.17578125,1.3125,4
19,10,5.651933175637035,2.718356501870365,15.154772431876362,0.07160535954690274,0.8919075962433037,3.3330904393681506,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.359375,0.78125,1.11875,1.28125,5
19,11,5.651933175637035,2.718356501870365,15.154772431876362,0.053690212141461316,0.8136815871691954,3.511615266829954,0.07424852512531412,0.9057015723112722,3.3238483891237127,1.375,1.34375,0.671875,1.09765625,1.34375,4
19,12,5.651933175637035,2.718356501870365,15.154772431876362,0.07648973784627648,0.8979180212650022,3.2466472266260347,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.359375,0.984375,1.084375,1.234375,5
19,13,5.651933175637035,2.718356501870365,15.154772431876362,0.06698196934431039,0.8715351867066372,3.367487323997886,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,0.90625,1.13125,1.28125,5
19,14,5.651933175637035,2.718356501870365,15.154772431876362,0.07081820649561474,0.886080291640873,3.329665567805433,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.375,0.78125,1.115625,1.25,5
19,15,5.651933175637035,2.718356501870365,15.154772431876362,0.0681276458928062,0.8768407972029106,3.3593794175725686,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,0.90625,1.1375,1.28125,5
19,16,5.651933175637035,2.718356501870365,15.154772431876362,0.07186566078497111,0.8890774503915022,3.3164914638699257,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.359375,0.90625,1.125,1.265625,5
19,17,5.651933175637035,2.718356501870365,15.154772431876362,0.054414137323846194,0.8190955892458838,3.511387131080503,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,0.8125,1.1,1.34375,5
19,18,5.651933175637035,2.718356501870365,15.154772431876362,0.06355558409509675,0.8638211209104167,3.4264702180362456,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.375,0.890625,1.103125,1.296875,5
19,19,5.651933175637035,2.718356501870365,15.154772431876362,0.06355558409509675,0.8638211209104167,3.4264702180362456,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.375,0.875,1.115625,1.296875,5
19,20,5.651933175637035,2.718356501870365,15.154772431876362,0.06789473739637633,0.8749796615324237,3.3579938911374216,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,0.984375,1.13125,1.28125,5
19,21,5.651933175637035,2.718356501870365,15.154772431876362,0.06355558409509675,0.8638211209104167,3.4264702180362456,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.375,0.9375,1.128125,1.296875,5
19,22,5.651933175637035,2.718356501870365,15.154772431876362,0.05897689313412969,0.8311100305083199,3.4222960698064973,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,0.90625,1.1640625,1.34375,4
19,23,5.651933175637035,2.718356501870365,15.154772431876362,0.06552372368192018,0.861558770124818,3.3657792023862263,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.328125,0.8125,1.065625,1.28125,5
19,24,5.651933175637035,2.718356501870365,15.154772431876362,0.06226740956685948,0.849456913061341,3.4041677711985767,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.359375,0.984375,1.16796875,1.296875,4
19,25,5.651933175637035,2.718356501870365,15.154772431876362,0.07118078612117747,0.8832057669454142,3.3104002500305314,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,0.671875,1.065625,1.34375,5
19,26,5.651933175637035,2.718356501870365,15.154772431876362,0.06919737674956186,0.8762470191743716,3.3310544989747077,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.375,0.328125,0.9765625,1.296875,4
19,27,5.651933175637035,2.718356501870365,15.154772431876362,0.06662168410195167,0.8697915097550236,3.369825099108908,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.359375,0.859375,1.10625,1.28125,5
19,28,5.651933175637035,2.718356501870365,15.154772431876362,0.07905673351186021,0.9148651280063236,3.2537759204045584,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.359375,0.9375,1.121875,1.25,5
19,29,5.651933175637035,2.718356501870365,15.154772431876362,0.06366160668706429,0.8401123328065276,3.3296498319299186,0.07424852512531412,0.9057015723112722,3.3238483891237127,1.375,1.375,1.125,1.1796875,1.265625,4
19,30,5.651933175637035,2.718356501870365,15.154772431876362,0.06853739865325392,0.8786142606381275,3.3560964977799244,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,1.109375,1.178125,1.28125,5
19,31,5.651933175637035,2.718356501870365,15.154772431876362,0.07938601214984786,0.921106454781556,3.2691724663867237,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,0.90625,1.121875,1.28125,5
19,32,5.651933175637035,2.718356501870365,15.154772431876362,0.08290313550852538,0.9335509157730675,3.2422950336751524,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.328125,0.796875,1.103125,1.28125,5
19,33,5.651933175637035,2.718356501870365,15.154772431876362,0.0675438154765559,0.8729110396090928,3.3587462232218237,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,0.671875,1.075,1.28125,5
19,34,5.651933175637035,2.718356501870365,15.154772431876362,0.07449776643125684,0.9003746003743778,3.2987667542804444,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.359375,0.671875,1.0859375,1.3125,4
19,35,5.651933175637035,2.718356501870365,15.154772431876362,0.06407840977956365,0.8633360226746851,3.410546691241507,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.359375,0.890625,1.09375,1.28125,5
19,36,5.651933175637035,2.718356501870365,15.154772431876362,0.05441264802051726,0.8202749913203387,3.5164912419688905,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,0.953125,1.09375,1.34375,5
19,37,5.651933175637035,2.718356501870365,15.154772431876362,0.06899916922971286,0.8803984976704613,3.351639977445966,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.328125,0.96875,1.11875,1.28125,5
19,38,5.651933175637035,2.718356501870365,15.154772431876362,0.0748803103396395,0.8989761911061518,3.285219348788255,0.07458517533320527,0.9069612754284604,3.3209511464462347,1.375,1.34375,0.90625,1.16796875,1.28125,4
19,39,5.651933175637035,2.718356501870365,15.154772431876362,0.0658613005649709,0.8661414110921709,3.3749990265981675,0.07424852512531412,0.9057015723112722,3.3238483891237127,1.375,1.34375,1.09375,1.203125,1.28125,4
