combo_id,run,lambda_1,lambda_2,lambda_3,caa_risk,caa_return,caa_sharpe,aa_risk,aa_return,aa_sharpe,aa_raw_sum,caa_upper_raw_sum,caa_inner_raw_sum_min,caa_inner_raw_sum_mean,caa_inner_raw_sum_max,caa_n_communities
60,0,5.368394268574903,65.08785055755497,21.295052720512764,0.06720014739042196,0.8675641010455228,3.346697507284082,0.06284288574494681,0.8425589667605734,3.3610288863918023,1.015625,1.015625,0.96875,0.99375,1.0,5
60,1,5.368394268574903,65.08785055755497,21.295052720512764,0.07232490505486,0.8909886742711732,3.3130519624047974,0.05706165192499692,0.8208161505506997,3.4361627300322546,1.015625,1.015625,0.984375,1.003125,1.015625,5
60,2,5.368394268574903,65.08785055755497,21.295052720512764,0.06803292732779309,0.86470524832575,3.315190703047858,0.058693022283836896,0.8280802195218899,3.4180560027002462,1.015625,1.015625,0.984375,0.996875,1.015625,5
60,3,5.368394268574903,65.08785055755497,21.295052720512764,0.07400297646103016,0.899532501566991,3.306680740277721,0.06223356184416927,0.8387377001482093,3.3621248412503872,1.015625,1.015625,0.984375,0.996875,1.0,5
60,4,5.368394268574903,65.08785055755497,21.295052720512764,0.06691900261713168,0.8678095111217345,3.3546690035683686,0.05157644506510737,0.8035435553382312,3.5382109307314056,1.015625,1.015625,1.0,1.0,1.0,4
60,5,5.368394268574903,65.08785055755497,21.295052720512764,0.0621148039690749,0.8514466260358887,3.4163304305442304,0.0606152245621038,0.8337103650085977,3.386291508944404,1.015625,1.015625,0.984375,0.996875,1.015625,5
60,6,5.368394268574903,65.08785055755497,21.295052720512764,0.060270552039176896,0.8236768964070655,3.3550909675024125,0.05584391500287507,0.8127185849813217,3.4391590615924166,1.015625,1.015625,1.0,1.003125,1.015625,5
60,7,5.368394268574903,65.08785055755497,21.295052720512764,0.05638540906761807,0.8203521767668185,3.4547527169762895,0.06499744281043938,0.8592129268808373,3.3701766639615607,1.015625,1.015625,1.0,1.003125,1.015625,5
60,8,5.368394268574903,65.08785055755497,21.295052720512764,0.06302778946532678,0.8548205567711256,3.404935737416802,0.053910743664613583,0.8076513475999613,3.478453969547473,1.015625,1.015625,1.0,1.003125,1.015625,5
60,9,5.368394268574903,65.08785055755497,21.295052720512764,0.062050730592125174,0.8483569090849988,3.4056902927202835,0.0642313427107627,0.8586630506838306,3.3880458169656293,1.015625,1.015625,0.984375,0.996875,1.0,5
60,10,5.368394268574903,65.08785055755497,21.295052720512764,0.06796458489428531,0.8674481660811845,3.327378444579223,0.06567331274559435,0.8613758131251499,3.3612298441024144,1.015625,1.015625,0.984375,1.0,1.015625,5
60,11,5.368394268574903,65.08785055755497,21.295052720512764,0.07232894210250629,0.8864594179891688,3.2961183870416693,0.06555981481131168,0.8583457330578348,3.352303986282872,1.015625,1.015625,0.9375,0.98125,1.0,5
60,12,5.368394268574903,65.08785055755497,21.295052720512764,0.0618773722591003,0.8403046080207767,3.3780868730603673,0.059775729850283385,0.8293785518224979,3.3922695681047896,1.015625,1.015625,0.984375,0.99609375,1.015625,4
60,13,5.368394268574903,65.08785055755497,21.295052720512764,0.06544863425934405,0.851352170858289,3.3278133034752173,0.06303099675442306,0.8454740910517754,3.367621053854797,1.015625,1.015625,0.96875,0.99375,1.015625,5
60,14,5.368394268574903,65.08785055755497,21.295052720512764,0.0715375750432705,0.8893346860887228,3.325049567761308,0.057367615319814824,0.8234800563809914,3.4381093618344116,1.015625,1.015625,0.984375,0.996875,1.0,5
60,15,5.368394268574903,65.08785055755497,21.295052720512764,0.0685924121765613,0.8803997600290091,3.3615678195931316,0.050036385555101086,0.7866586548670846,3.516765092951139,1.015625,1.015625,0.984375,1.0,1.015625,5
60,16,5.368394268574903,65.08785055755497,21.295052720512764,0.06859941713620385,0.8743412145351707,3.3382644512195525,0.060133426896767,0.8329029726975629,3.396537665497149,1.015625,1.015625,0.984375,0.996875,1.0,5
