combo_id,run,gamma,beta,lambda_1,lambda_2,lambda_3,caa_risk,caa_return,caa_sharpe,aa_risk,aa_return,aa_sharpe
409,0,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.042429457568559044,0.7406854189368361,3.595837485024596,0.050182487253423703,0.7927196451473915,3.5386982355682832
409,1,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.03857365456986242,0.7215407014168467,3.673799415674471,0.04466636620785347,0.7657079699133016,3.62303772663596
409,2,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04479012550454556,0.7494527353811009,3.5412216390458227,0.03804164422563841,0.7199865078169787,3.69143068724946
409,3,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04042827224388594,0.7272243041620656,3.6168108260539253,0.04142968814699736,0.7371626085814995,3.621658245215485
409,4,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04181638512837383,0.7413550951389328,3.625375814918431,0.04526008402327094,0.7666640492126279,3.60368996700052
409,5,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04369947805337743,0.7655270652504904,3.6620344447408373,0.0416899718032431,0.745111270458999,3.649264411842406
409,6,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04187065949061469,0.7251172052787531,3.5436703049655423,0.04485892833473477,0.7614476141631978,3.5951381459110827
409,7,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.038192136088202974,0.7055492749062116,3.6102757587208534,0.04163911851480252,0.7425897591337008,3.639135212492713
409,8,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.03375767475809658,0.6939834436154954,3.7771379562567606,0.037364699758799434,0.714486084027661,3.6962643710146126
409,9,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04048039266845653,0.7224703568731295,3.5908533940998653,0.040615786522342934,0.7374202397704235,3.6590438956664935
409,10,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04239138982903633,0.7441611930523029,3.6143332307166096,0.04055799917011603,0.7348518259424173,3.648896262653542
409,11,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04424393409165787,0.7638440398020938,3.631431244359513,0.04460111582856333,0.7657714274556,3.625987443780384
409,12,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04286332194315441,0.7349919704782125,3.550092601944074,0.0494781412226552,0.7897922824865644,3.5506363734330804
409,13,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.03832954684062619,0.7175663415851015,3.665179231298772,0.04910453220667767,0.7854807963084679,3.5446616179108905
409,14,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04271803784261104,0.7353290106118346,3.557755119585807,0.0461134866362685,0.7692891706509872,3.582412888191928
409,15,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04060170355261042,0.727572525502704,3.6108060624691456,0.04085427615258392,0.7446279002608254,3.6840078299176673
409,16,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.03890219319581349,0.7062081884209447,3.580516716753607,0.043110812381686014,0.7502312807240576,3.613283722502208
409,17,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.03982290510165706,0.724400950117261,3.630049455180215,0.047240248892504215,0.772875790441113,3.555933373507381
409,18,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.040770117804173084,0.7219769344595905,3.5756280856388787,0.04846085009025233,0.7814685820218009,3.549899093605182
409,19,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04413993467598599,0.7478464391412126,3.5595622068285304,0.05095951485209656,0.7969137396022745,3.530194810570957
409,20,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04287001469430531,0.7393982218088822,3.5710964961454774,0.04864538395815633,0.7825963817850109,3.5482729289384296
409,21,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04655173302724619,0.7675624131608164,3.5575070778686397,0.04301855728740683,0.7505490039150731,3.6186879332710964
409,22,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04257981433450368,0.7495449945136687,3.632418062484449,0.036614939616433716,0.713287326495758,3.7276518721479848
409,23,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04070063729030545,0.7170140156472249,3.5540786989697297,0.043967011132335615,0.7524129668719229,3.5883335012324618
409,24,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.03716062289493676,0.7121566225582125,3.6943158626842463,0.043026800721895804,0.755227903221496,3.6408978951028086
409,25,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04164077114053323,0.7226157120493925,3.541180128975895,0.043710074020021486,0.7642739290877751,3.6555966798743857
409,26,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.03911296875177974,0.7148272653005191,3.614437494093559,0.041322011826722245,0.7419934763342579,3.6501386224826673
409,27,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04063469069231977,0.731134085843516,3.627008323765682,0.0441092287326306,0.7569441767791614,3.604118985677097
409,28,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04060937947911694,0.7137564229846833,3.54190454515154,0.047184298217929035,0.7804285075375996,3.592811026339791
409,29,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.03804036865015027,0.7140392129523436,3.660999791064122,0.040575929032615296,0.736526027726392,3.656401366884179
409,30,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.03826249243483576,0.7105191867282448,3.63236248518255,0.044889129280677634,0.7606575551888444,3.5901995861229103
409,31,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.03901083492631875,0.7255567777075449,3.6734893127582855,0.04685354937714553,0.7733011265173979,3.5725424234544914
409,32,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04456662329291211,0.7436792728402324,3.522741798377758,0.04837413999076081,0.7831674576293998,3.5608034718053516
409,33,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.03970318557161434,0.7129161488418446,3.5778800417867305,0.04251905976367331,0.7494813104772546,3.634703434461338
409,34,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.04183638426830809,0.7452635045239202,3.643617528785577,0.05384399141966498,0.809206324178668,3.487310721974367
409,35,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.043874388503196846,0.7525127535271091,3.59259554023755,0.04437816796023141,0.7641809119366141,3.6275340756104395
409,36,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.039797910733056684,0.735458839397705,3.6866188156096387,0.04435476992668523,0.7589657498981439,3.603728068299297
409,37,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.041972587806915276,0.7447969112795587,3.635423362068426,0.0423581037674428,0.7446343965160095,3.6180522841425424
409,38,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.045907753824458886,0.757686886798814,3.5362808481058017,0.04444773689371591,0.7647772957875165,3.6275228750533177
409,39,12.146643030457199,2.1913824672810738,8.5455511264503,83.43340505473316,48.075013850443064,0.03612093332900001,0.6931871892261983,3.647296300797927,0.042275720209740686,0.7493372801704687,3.6444486226071517
